purchase_id,customer_id,anonymous_id,product_id,purchase_timestamp,discount_applied,quantity
ba2f4a55-e081-4381-b85f-6f2b7e4b8363,,c57ec685-f016-4fcb-81e0-d236a447876c,a81b33a7-ba53-452c-8801-04aabe7f038f,2026-06-09T23:13:53.739253Z,0.03,4
18a8b9c7-702a-489c-b82a-2102349edf77,4e177d60-5959-49c5-bcd4-1d77c4ff1a95,,6f6d558c-4b40-4c66-a4e6-e46524190ebc,2025-09-25T16:16:23.739272Z,0.15,4
33842fc4-4818-4b25-b2f6-001583337cc6,69cae572-5dac-44b8-9774-94bd8be10195,,a81b33a7-ba53-452c-8801-04aabe7f038f,2026-06-08T10:37:25.739303Z,0.1,3
9357e495-9e30-4114-9c34-1a35d8151e7b,7b1f75b4-44d7-4ed5-9c63-74b7d6d2032f,,39e9c2c9-901f-499e-8c46-57804a2f9255,2026-04-25T04:02:36.739321Z,0.05,1
c6b50d8f-a175-4cd3-bddf-0521676e3281,d61841d6-2c66-4132-87bb-6efc7dc20ff7,,6b43d3b7-aca8-4905-9318-b1c3fbed419e,2026-03-21T06:44:05.739392Z,0.24,3
78175bc7-d949-4473-b330-39c303d46d3c,3ecae672-5af1-46e1-9a0e-51072774bdb6,,6b43d3b7-aca8-4905-9318-b1c3fbed419e,2025-11-16T12:27:32.739443Z,0.22,1
29b46087-8ba1-4ac3-bbf4-22eb508dcf1a,bf282578-4e04-4255-b024-b80b82b09ea3,,bb3acd74-a761-49bd-b7bc-fbf35502e696,2025-07-10T11:48:03.739486Z,0.21,5
cd29d1f0-ee45-4527-b674-2fd3e0a0222d,,dabd77f8-49f5-440a-852a-58f32657b506,a85314f2-4706-4d04-af9d-12e821756358,2025-10-13T07:26:52.739715Z,0.22,5
f81df808-5f31-45aa-9ad0-ff346e441bb6,8cd24d66-af22-45cc-8b9d-b92a34d2d09e,,58b8f572-3bba-4143-9f32-b6fbe9afedb9,2026-01-09T15:23:58.739733Z,0.16,3
065925cc-2b55-43f5-b104-f45e614d6f02,b3b1e070-a7c2-4c04-83b3-8c13ba8ed013,,cf9874d1-705f-46b6-b3e9-cbe1e58e3847,2026-05-31T18:19:55.739816Z,0.1,1
e848eafc-12b5-40d9-9918-a2508263a935,0587d620-94a5-4a12-8e78-d2beb6b9b0c5,,58b8f572-3bba-4143-9f32-b6fbe9afedb9,2025-11-21T06:03:54.739862Z,0.12,2
98677d8c-4b57-4f4d-8ae5-800a4277d364,4f82579a-270a-4e62-9755-662aa16d3159,,95176c1b-f8b5-4499-af67-49f7732c6c68,2025-10-11T05:23:12.739910Z,0.11,2
65bc95a3-b8f1-4983-b997-a93548862316,25132108-bb6d-46c2-87b3-c00023e596af,,464065f2-15f0-4a2e-b25d-516dfff9dcca,2026-06-12T13:57:04.739957Z,0.24,2
9ab9b99e-b66c-4eac-be49-7fce7211f2ef,fcd5220e-ef72-42c1-a491-e64bb6430821,,eae4837f-4e9f-40fb-a287-f3ea4195f02e,2026-03-29T14:43:18.739982Z,0.14,5
d4e13310-26b3-42d2-871f-7f3493bb8a9c,9438779f-1292-4d84-b39f-fc1e728535f6,,77016229-03e7-4ace-860b-79ee16b3f42b,2025-09-13T12:51:09.740046Z,0.07,5
c69fa98c-a40c-4280-972d-2db11ac430ff,,16c5dadc-c34e-4924-860a-b69fed34cc1f,28c08598-0919-4ad4-a544-1e20d0d0dc44,2025-12-06T19:07:10.740076Z,0.18,1
3c2e09e3-d5d8-482b-81d7-69c249a9183e,ca0da774-1aab-4c48-92be-298e5115308b,,8dd60692-d201-4c50-a580-7850c1e95f00,2026-02-24T09:55:07.740183Z,0.2,3
bb678fa8-4fec-4d62-997e-8cb421612fe0,74839d8f-ff2c-4461-8ee3-42f8d15aa679,,7f6a74aa-f09a-4f60-a39c-a0c68ccf7ddb,2026-03-25T08:10:52.740267Z,0.2,2
e5b064b0-9dad-4a12-a62c-ff83d88d33b6,32790fb2-51fc-4e80-89a0-49842a98d5f4,,58b8f572-3bba-4143-9f32-b6fbe9afedb9,2026-06-18T02:31:06.740285Z,0.16,2
0ad2a181-fafd-408b-bef4-27ed922cf7b3,ea59da10-ccd4-421d-957f-d3efcefbdaa0,,c85fdb82-bfb8-466b-8587-2c4a96321250,2025-12-31T16:56:44.740371Z,0.15,2
28250899-bccd-40d9-ba5e-d953210725dd,34e3713e-527b-4a61-bb6b-5cdd9a46816d,,f980ab87-d699-456c-a96a-e362bfd00c92,2025-10-17T01:15:57.740413Z,0.13,5
049584d2-c3c5-4335-8d12-088ecf816105,,920b79fe-8f45-4a13-8535-3079ddddaa1e,34b6ae28-67da-41cb-83b1-c97b33dfdb64,2026-02-03T19:34:46.740491Z,0.13,5
9b77843e-8900-4143-b256-ce3782533935,,826b73e9-e1d8-4dda-bb7b-78bf32c6a7c2,1cac4b7d-9687-4005-8aba-406a7a82bb35,2026-03-19T23:12:41.740509Z,0.26,2
52ea9e07-ea9e-469f-a248-86bad14fa672,0d229103-cd1b-43ce-8b78-f16fda8cffd5,,51de8c93-7a17-4f51-ba8f-d0ac995c566a,2025-11-30T17:26:43.740527Z,0.02,5
96d56370-a8a2-4891-92da-c1b1f88a1eea,,95d0ad31-ebc7-47e7-8d7f-2c503d6c563b,8245b2fb-a8af-474b-8d23-4304a5e9a19f,2026-01-09T07:58:37.740641Z,0.05,3
a6464e86-21c3-4ba9-a905-884dc9f96db1,03c2229f-51c6-4ea1-86c2-73383ab89428,,1209a847-3e6d-4ef1-a2ac-448ae204babe,2026-02-14T08:22:24.740702Z,0.17,1
c6b76bf6-91e3-4255-9030-18f9c52f07c6,f39c2618-4169-4953-a205-2049fc8b422b,,c6fa1138-4ec2-4637-9504-2749bc13e06f,2025-10-13T16:39:49.740720Z,0.07,2
88ac5c00-abfc-458c-99be-deed7ac7b5fa,284521e2-1408-4fa0-9578-492efc8edfe3,,9183c4c5-47db-4e6d-af05-9eafe1f586a0,2025-08-11T05:06:57.740797Z,0.19,5
8e28c66c-ff1a-4aac-9800-6412110ba01b,38bac53d-813a-4fec-a36b-81693c06e94a,,e4f08e85-289e-40c7-ad90-983f186d02dc,2025-09-14T12:09:30.740886Z,0.26,2
5421af65-59db-4587-8f30-2c72fe8f7e81,cb5f5348-66ea-442c-a31c-9df34040c85b,,f08ab47d-3ff6-49f4-ad4c-b00fe9042589,2025-09-21T18:17:49.741029Z,0.11,5
7af936ff-a991-4cfa-999c-787153a330cc,e198e982-441e-4186-b2a7-6509354bc0f2,,d98ac824-b1cb-493c-b4dc-fa735d579080,2025-06-30T04:09:01.741047Z,0.12,1
98987910-387f-4cbb-a2a2-670089da06e4,,d2aa12c9-c56d-45c2-81ab-c7b151250a7f,eab47c6e-60d0-411e-ade2-82fc0a973fef,2026-05-01T23:34:38.741073Z,0.26,2
1303aa19-eeea-4c08-a2ca-a2dc11a237cd,,7f7047a9-1fe5-41bb-91ec-a9f1cded6c76,f6f56971-131f-45a6-8e96-4504bb012c40,2026-03-11T19:46:59.741095Z,0.01,3
0078f8a2-d577-4072-8f96-57162d172967,,d4fcb461-9987-4de6-9d8c-7db9895fd113,34b6ae28-67da-41cb-83b1-c97b33dfdb64,2026-05-08T04:39:00.741114Z,0.16,3
7777dd54-bec1-4029-abb9-2eb4cfd0c94c,daaafc21-ddee-4be2-acc9-cb35709e0993,,eaf75b03-369e-4f19-9773-1a8ed15cec34,2026-05-15T15:02:43.741131Z,0.07,4
8e2daf33-f7ae-4f23-95f3-40c04a938c1a,38bac53d-813a-4fec-a36b-81693c06e94a,,ad3fe337-ec17-4244-8e4e-9f2e174215e4,2026-01-28T19:42:33.741186Z,0.07,3
e02a5395-8d08-47be-a21f-18031679d4a1,f227bdba-cb26-4fa4-9d1b-6b5eaedda4b9,,145417d2-0475-455c-bfdb-23ddc2020330,2026-03-06T10:10:36.741215Z,0.19,4
8c5b9dc1-a6d3-4f15-acc7-04474d2a406f,3e4f756f-9d46-4c31-9341-4bde73d0a6eb,,ffb35e8a-7d50-4fb3-b500-d6e2b0d928a7,2026-03-16T08:56:41.741252Z,0.28,4
f3b4fc46-54a5-4863-87f8-bf8fa7327add,98af55a9-dfcc-4ad3-bdf7-dd969404ddfe,,37727a64-f037-49a9-bcf8-086215ecb7fd,2025-09-11T06:56:57.741350Z,0.2,4
fa73e787-d50b-46de-a28b-758edf545a02,393e8242-9d2a-4f22-904c-c851b62d9ff5,,e17a19cd-8381-40b6-8771-702f3a282e0c,2026-01-17T19:10:34.741413Z,0.14,5
1d9219dd-4e4b-4eb1-8f7b-eea6b521cec5,ac1df049-a8f3-48c3-a0d7-4709bcda5abf,,372ded30-38b9-4299-bf0d-124cb3f95d09,2025-09-07T10:01:33.741457Z,0.14,1
5acd85b1-c19b-4659-a29c-312dd24c8dae,128ede0b-9fd5-436b-91aa-d31b1c464021,,f08ab47d-3ff6-49f4-ad4c-b00fe9042589,2025-07-29T19:35:31.741511Z,0.24,1
34f63b92-91c1-4add-8da7-f7f144392b2d,,d49d013a-2c76-48d1-b742-2a0c3164b87b,3b0e25b0-04f3-4476-891e-18d67e3329ed,2026-05-23T00:52:25.741613Z,0.04,5
ddc1ee50-c5e0-445f-a8a6-843f288cb997,27b7a965-5245-4af3-9aa1-cea6862290ce,,28c08598-0919-4ad4-a544-1e20d0d0dc44,2026-04-12T04:40:53.741643Z,0.1,2
ef2fba98-e0c3-4f47-935a-0a380caedfcf,,4ad3cdd1-bfd2-48a4-9338-24d6f18a29b0,7f6a74aa-f09a-4f60-a39c-a0c68ccf7ddb,2025-07-19T22:53:45.741733Z,0.22,4
21c3deea-1f94-49a2-9168-47cb31876f8e,,4977b285-16ac-4f5e-9749-bdbd9cfd790c,bb3acd74-a761-49bd-b7bc-fbf35502e696,2026-04-09T03:15:57.741750Z,0.09,5
c3b66f40-036d-4055-916d-718f056c31bf,,e09ed92d-d42f-4f37-925c-89f2372a99c5,af5481f4-1ba7-4d45-aaf7-51c47a71875c,2025-09-11T07:12:00.741768Z,0.02,4
