file_ticket_id,customer_id,ticket_id,file_timestamp
e7ecdd54-7c50-48b1-b30e-dd80ce3eac3a,03f08c66-cc70-44dc-a662-3ac42bcc9c72,5e453980-9b95-4e92-9a79-5d2ac9737db0,2025-10-05T03:27:56.857368Z
461c8b71-c57f-46cc-808d-fdac2c78d761,d015b03c-9cba-4774-821a-3cc992e1c7f4,269c8d60-fc91-4111-9664-ce0d639ee3ad,2026-02-25T02:39:50.857373Z
040f7a93-a7f8-482b-b612-fec3c3fa892d,7f154fb8-3f46-4cc7-af4f-d6665b2ed14b,eba3ce58-e253-4954-abfa-f5b510604838,2025-12-28T07:07:27.857378Z
85caee19-0967-4bb7-83e5-39ba19f2f599,65b8cc2c-6959-47d5-812a-dfef903e4baf,1cdd26dc-5986-4d2e-b10f-bef41cf00e7c,2026-01-13T07:37:57.857383Z
fdbe012c-b2bf-4e9f-a299-77bfca052f6b,9db95041-3fde-4c77-a277-b9dd057f8869,adc698a4-f42f-4f89-8407-a9382502fa40,2025-11-15T19:01:03.857389Z
a2d0a2a1-84fd-4410-b6ee-90d4e4e98624,3e4f756f-9d46-4c31-9341-4bde73d0a6eb,ceec054b-dcda-4faa-9a14-5af89b5b406e,2025-11-25T03:11:36.857394Z
7a3c61c3-8c46-42dc-ac09-6c153f65cbc8,ea59da10-ccd4-421d-957f-d3efcefbdaa0,9f003e49-8b47-4665-aee0-20978de8bd0e,2026-01-21T02:59:26.857399Z
c39de355-4c64-487b-b0f9-28df10011ac9,1fe9a4fc-5f35-4aa3-9406-fde8490f740b,c0f0bc1b-220a-4f9b-8f61-543880a1c882,2025-10-28T12:04:46.857404Z
728fb118-c19f-4254-b7bf-0d3ede19365e,723d20ef-52e1-4d8d-8e5c-c99424c3b0be,c4375153-34eb-4596-8a2d-e0f64ec34fcd,2026-03-16T18:07:05.857409Z
b97ad151-beb8-4542-9236-ab648f34c9b2,cf30a3ee-3fc8-42c0-a371-ca9e028501b0,5dce1a01-f3c6-4fea-a3e2-d0601b142686,2025-12-28T03:01:14.857415Z
a9f025b2-d278-48f0-9122-659f9eaf8e6b,41a23ecd-369f-4a07-bd2c-bd9fe12a5377,46f564d8-c309-4d08-a084-f6a87b86fccd,2026-01-03T01:19:52.857420Z
d6fce1f0-4b9b-454e-ab57-3b8128901ab4,0bba498f-6dcc-4664-8190-31d80f9542f4,fbad9f2a-1630-46f8-8f5d-b96d52c9810e,2025-09-14T03:10:02.857425Z
473008e7-1188-43a5-9049-df3b35bb8a6d,86c76c73-9c5c-4b9d-b3f9-59e443163e6a,1e4c4200-f1bc-4645-b1fd-3b192519197c,2026-04-20T18:30:33.857430Z
5259e074-792a-4b59-8977-fb37be9d16fc,7f154fb8-3f46-4cc7-af4f-d6665b2ed14b,0a71b89c-07ac-4696-b67b-36fc3d9ac1fc,2025-10-16T22:41:35.857435Z
9a69486e-3c9a-403c-9c05-42afee6b639d,93e06d19-4983-470b-9418-3e93a372ee0e,d84aabb7-3ab0-4adb-b091-f56c9e30789a,2025-09-11T22:44:57.857440Z
2c0eeeb9-501c-4d84-8c20-3bb4a78d5b40,e96b0330-2bf2-4221-8c83-a0321dc564fa,c6ca3bfb-df89-4155-ac36-d8112ce21bda,2026-01-12T15:37:31.857446Z
4d0ed706-9c8a-4e40-b6b6-7f75a4022d09,f39c2618-4169-4953-a205-2049fc8b422b,49708aee-e1a9-4295-82f6-4e9c080bd17f,2025-09-11T20:51:15.857451Z
df7c0e71-560e-44a3-81ae-377bdf20ffa2,37b111a0-fc80-4450-bb99-d2b2a088b898,bde76e80-d015-4dbe-afa8-261c4a818f92,2025-10-10T11:16:56.857456Z
5dbedd73-2656-42a8-9d19-e9af0bbcbd57,3564fa96-6625-4163-9923-5151b392d64b,aae18e5e-68d1-4fdd-81c7-066a2191aa20,2025-10-16T11:14:16.857461Z
43eb8147-b86b-4e2f-ab03-1b7f5b3a2883,86c76c73-9c5c-4b9d-b3f9-59e443163e6a,83443e85-def1-4cfd-8f05-d518cc539b6f,2025-07-04T22:04:18.857466Z
643962df-e5f4-45a1-bad2-a56ab47fa3ff,5e89ceb0-bd8a-405a-8f41-585ff513939a,8dd8e98c-5b82-4eb4-8eaa-987164033364,2025-06-20T03:42:15.857472Z
357b5b84-bcf6-4de6-bc4a-2152aaf435b4,2020cf92-33bc-461a-bc2c-dcf46acc0da8,eaaccc70-47f6-4644-9a55-611daf820e59,2025-09-10T20:04:22.857478Z
4ea33f0f-165f-4e99-a656-96c93612a61f,bf2b13a2-8bd7-45ba-9a26-4840a59aa128,e3e763ef-665e-4dec-9114-a22b8cb1c65e,2025-08-10T22:34:32.857483Z
f90308c0-5aa8-4cd9-8f4b-bd12c2a0851b,9ad9c95d-58ae-4bb8-b54a-be32daead40a,6e586ee8-eff0-44a0-85c6-8d4e981fb70f,2025-07-26T01:17:56.857488Z
1ae53226-4a2e-48b8-afec-92b4e01f9db7,81ce4717-4b0e-4e4a-8084-2cefe8eadf9e,8b7d85a2-2e53-419d-b36d-faebc7607ca8,2025-11-02T09:44:19.857493Z
6ab40e20-7506-43bc-bfec-958f7ffb51f5,3558cc97-2c6d-49d3-9625-4b5239cec886,4a2d7123-c15b-45cc-82c9-8fd6491cc0d2,2025-12-15T04:12:19.857498Z
101ae684-21cb-43b5-b02a-0e95f9b6d6a3,53adf45c-8f72-4878-b332-c6cc1d892989,60e997ac-3e60-4d13-ab84-f26dd6464575,2026-03-15T19:04:47.857503Z
c724624b-d442-43be-a155-9d5dc8c25106,b534e6a8-e709-438d-ac30-da91cd5872cb,1c7f15fc-75e4-4cd9-849b-716bd285f579,2026-06-13T19:27:39.857508Z
3f817f1a-3e33-4db9-87f9-59796ba2ffc5,11d8f766-b28f-4ce7-9f0c-00704445ed5d,2dbf5967-dfe5-417c-8bf1-e6a5fb38faa8,2025-09-08T09:40:22.857513Z
a4504aea-59f4-4494-a6b5-9c33da3791c8,8a835d35-1f35-419c-834b-35705197208f,8ab0f5f3-56f4-4e8b-85c0-50cf9abe9f41,2025-10-11T19:52:01.857518Z
e1d0c0b9-c46c-4809-84f7-3c831941acca,66ea7225-0970-4ca9-bedb-0ff2dc6bcde5,b1d75487-ea87-41bc-b250-83e4f1725b27,2025-09-22T09:36:30.857523Z
2c4f2a87-4fa2-41e1-afd0-4efd894c6ce7,2f731e64-d8b8-44fa-9d6e-b05865a559a3,94d77e81-6f2c-41ef-bf31-66f37d7f0de1,2025-11-15T19:42:48.857528Z
c0c60695-6957-4827-a4c6-52fe3f08e436,b6480a4f-e22e-4044-abb3-b492359dd3c3,a815fef0-dadb-4d9f-9a42-f84ab9d1f7bd,2025-09-06T08:29:56.857533Z
3c0d4c1e-45c5-42e2-837d-478d84cf9ca8,ed3192f6-0576-40a3-9845-af8d9903c8c0,cc4e10c0-bf41-41ec-afd7-eba21343340b,2025-09-25T18:32:31.857538Z
936bfd54-f2c1-4ba7-b4ee-b4afd7e87e91,dc0459cd-ce9c-4088-b3d7-7027c2849d9e,ceae770c-dc2b-40c5-a23d-66a741c26f57,2025-08-20T12:13:45.857543Z
988d0e97-e16f-4371-8a73-038ee71784df,7f154fb8-3f46-4cc7-af4f-d6665b2ed14b,af3865da-b707-4ae8-a900-e01c471c2cef,2026-01-12T21:37:41.857548Z
63b5daa3-77d6-4656-8e96-636ee9022f99,dc4c8ee0-f6ff-41dd-ab39-7eca941f23b2,8c446e84-5ef5-46f0-8b46-f98488895b62,2025-07-04T03:56:40.857553Z
bee7ef68-15b1-47fe-82c2-de9d41c30607,e96b0330-2bf2-4221-8c83-a0321dc564fa,5ddd0577-f36b-4efe-8451-19050b28006e,2026-04-07T21:20:22.857558Z
4830276c-da72-445a-9695-0d7ee55e0414,ca8098fd-2626-4a76-8c55-d1fc5ab50d0e,04e8868a-8ae8-4151-b508-994b69a85186,2025-11-24T02:01:58.857563Z
d0a3c69a-3fbb-4b1a-bcfc-047009ef57f0,bbacff3d-da6e-4bc0-a25b-80425273eeff,2cd3b64a-a270-469d-8752-1212cd09476d,2026-06-07T05:58:29.857568Z
816c50b7-bfcf-42d6-b600-9fe33771bd3d,704ed6b2-33df-4a7c-9e2f-e37d650c515e,8140f9c4-f5f1-442c-90a8-1090153e072c,2025-07-10T08:31:35.857574Z
26cba10c-52a8-4b36-918a-5a91ad364a07,4b74983a-e4f6-4f16-8f37-1d745682f311,590e7667-151f-458e-87e4-c41dc0ba33f8,2026-05-10T20:16:28.857579Z
ba25e686-2ee4-480d-a225-bd025624b114,ac1df049-a8f3-48c3-a0d7-4709bcda5abf,78a2a82f-bcfb-4a18-9da1-976a00fc9b8d,2026-05-11T23:24:48.857584Z
44005fd6-f635-472d-8be3-addf25f0046b,48d4d733-056a-40c1-809e-9644d46961d2,fbdfc30a-3bd8-4e84-9560-2424a5654f57,2026-02-19T15:15:02.857589Z
e42f9f6b-8a69-4114-bd3f-030e99cd8bfa,294a2906-edce-4866-bd26-edd6c8155aa2,882c0729-d0b6-49a4-8192-9d11df6347c2,2025-10-07T20:43:45.857594Z
86806a2e-774c-48ab-8ff3-f6906cae5b63,9fd924d9-2133-4f73-8a39-53f919fb9d64,f6b50036-237b-478c-a336-a0303a91a43d,2026-02-28T12:15:51.857599Z
883b45d8-4e0c-4cbf-94eb-bdcab0b155ef,755dc9d4-d2b1-46e3-a1c1-b06013ec4b71,91c82e19-b8aa-421f-ba6b-e92e17d1e136,2025-07-28T18:14:46.857604Z
2aa90a4a-b188-40a4-b8c0-136d1683837e,bf282578-4e04-4255-b024-b80b82b09ea3,596253e6-e15e-4e1a-be06-5395288b2c1f,2025-06-30T21:21:06.857609Z
d1c8c1a6-6a21-4682-9d40-42012939970a,43d060c2-5881-49f0-b75d-5fa5aa35d1d1,86451bf2-4bd3-4f56-988d-7a08e331dc77,2025-07-22T06:07:47.857615Z
1b9ef674-3c8a-4eda-91a4-6c47866952e6,5ec52cf9-f4dd-4895-86ce-55d3cc22f8f6,8427fa7c-203f-40a1-88b9-4284e5d57962,2026-03-05T17:30:14.857620Z
